17,Lady Gita,CROYACHGITA
17,Agape Rose,CROYACHROSE
17,Son de Mar,CROYACHSOND
17,Alba,CROYACHALBA
17,Vito,CROYACHVITO
18,Anima Maris,CROYACHANIM
18,Corsario,CROYACHCORS
18,Dalmatino,CROYACHDALM
18,Love Story,CROYACHLOVE
18,Rara Avis,CROYACHRARA
18,Morning Star,CROYACHMORN
18,Allure,CROYACHALLU
19,Grey Goose Catamaran,CROSAILGREY
20,Jadrolinija,
20,Kapetan Luka (Krilo),
20,Croatia Airlines,
