3,Private Tour of Montenegro,DO6,"Includes a visit to Our Lady of the Rocks island and church, parking fees, stops in Kotor and Perast, ferry ride Kamenari –Lepetane, English speaking driver/guide along the way. Kotor and Perast are explained by guide beforehand, guests do self-exploration. This is a more budget version of the tour","Passport, comfortable shoes, sunglasses, hat, sunscreen and water ","Discover the magic, charm and history of Montengero on our full day Kotor and Perast tour. We begin exploring the geographic diversity of this beautiful little country along the south Adriatic coastline, passing through the Konavle region. From Europe's southernmost fjord in Kotor bay, we traverse historic cities en route to a perfect photo opportunity spot. Admire the charming ancient churches, monasteries and fortresses,the sandy beaches, and the magnificent snow-peaked mountains that provide stunning vertical contrast. We also visit the Old City of Kotor and explore the serene town of Perast. "
3,Private Dubrovnik City Tour with Cable Car,DO7,Price includes one-way transfer for up to 6 pax,"Comfortable shoes and clothes, sunglasses, hat, sunscreen and water ","This half day private tour is a perfect way to combine spectacular views and with a private walking tour of Dubrovnik magnificent medieval Old Town. The tour begins with a fascinating privately guided tour of Dubrovnik's magnificent old town with our local expert guide. Discover how Dubrovnik was completely destroyed during the homeland war and then re-built to its current splendour. Then, bid farewell to your guide and set off on the Dubrovnik cable car ride to the top of Mount Srd for a breath taking view of the UNESCO protected Old City and the glistening expanse of the turquoise Adriatic. Tickets to the cable car are included in your travel pack."
3,Private Dubrovnik City Tour with City Walls,DO8,Price includes one-way transfer for up to 6 pax,"Comfortable shoes and clothes, sunglasses, hat, sunscreen and water ","Discover why so many have fallen in love with Dubrovnik and delve into the its fascinating history on this 2-hour walking tour. Meet your local guide just outside Pile Gate before strolling down the limestone-paved streets of the medieval Old City. Marvel at the gothic, renaissance and baroque architecture whilst listening to the stories of those churches, palaces, monasteries and fountains. You’ll even walk atop the ancient city walls for another perspective of this so-called ‘Pearl of the Adriatic’ as your inspiring guide reveals interesting facts about the political and defensive challenges the city has faced over the centuries."
3,Game of Thrones Dubrovnik Group City Tour,DO9,"Includes entrance to the Red Keep - start times: 09:00, 12:30 and 16:00. Price includes the transfer to the Old Town","Comfortable shoes and clothes, sunglasses, hat, sunscreen and water ","This 2.5-hour small group walking tour brings participants to Game of Throne's filming sites focused around fictional Kings Landing. Your expert guide provides an authentic local experience revealing the stories behind the scenes, beginning at Pile Gate where a banner displays the Lannister family name. Witnessing places where multiple scenes were shot from Joffreyis Nameday Tournament to the Purple Wedding, and even reenact the final reunion of the Starks. You'll enter the very same gates Jaime did when returning home, visit the brothel, follow the steps of Cersei on the Walk of Shame and more."
3,Small Group Half Day Oyster & Wine Tour,DW1,"Visit to Ston Old Town, fresh oyster harvesting in Ston and a visit to 1 winery on Peljesac Peninsula. Group size is 2 - 8 pick from all Dubrovnik hotels included in price","Comfortable shoes and clothes, sunglasses, hat, sunscreen and water ","Journey to Peljesac Peninsula to taste the region’s renowned oysters and fine wine. You’ll start in the medieval village of Ston where you’ll witness the ‘Great Wall of Croatia,’ second in length only to the Great Wall of China, built in the 14th-century. Next take a short drive from Ston to hop on a boat to visit an oyster farm. Here you’ll be able to taste the delicacy right from the sea, paired with some of Dalmatia’s tasty wine while learning all about how and why oysters have been grown here for 700 years."
3,Dalmatian Village Wine and Olive Tasting Experience with Lunch ,KD,"Price includes: the presentation in the vineyard, wine tasting, snack, olive oil tasting and dinner in our tavern",,
3,Private Home Hosted Cooking Class,KD1,"Price excludes return Dubrovnik transfer of 68€ (1-4 pax)/110€ (5-8pax) 
Departs at 16:00
Meeting point - Hotel Lobby",,"Learn to rustle up tasty and authentic Croatian food in our home hosted cooking class in the picturesque Konavle Valley. Your warm and welcoming hosts trace their family heritage back over 500 years. Guided by the matriarch of the family, you will prepare the ingredients to create some of the classic and most popular Konavle region dishes. Meats are cooked under a baking lid bell or skewered on laurel sticks. You will learn how to cook in the traditional manner without electricity or kitchen gadgets. Enjoy a celebratory feast and sample the delicious cuisine and local wine. "
3,Group Home Hosted Cooking Class,KD2,"Price excludes return Dubrovnik transfer of 68€ (1-4 pax)/110€ (5-8pax) 
Departs at 14:00
Meeting point - Hotel Lobby",,"Learn to rustle up tasty and authentic Croatian food in our home hosted cooking class in the picturesque Konavle Valley. Your warm and welcoming hosts trace their family heritage back over 500 years. Guided by the matriarch of the family, you will prepare the ingredients to create some of the classic and most popular Konavle region dishes. Meats are cooked under a baking lid bell or skewered on laurel sticks. You will learn how to cook in the traditional manner without electricity or kitchen gadgets. Enjoy a celebratory feast and sample the delicious cuisine and local wine. "
3,Konavle Wine and Olive Tasting Experience with Traditional Meal,KD3,Excluding return Dubrovnik transfer of 68€ (1-4 pax)/110€ (5-8pax) ,,"Enjoy a half day tour exploring the rolling hills of the picturesque Konavle valley, a short drive from Dubrovnik. Visit a family run vineyard which produces a selection of excellent local Konavle wines and olive oils. You will get to meet the local wine maker as they tell you about the history of their wine producing origins and sample four different varieties. You will also get a tour of the family wine cellar where you will enjoy tasting a selection of delicious homemade snacks and olive oils. Finish this memorable experience with a traditional Croatian meal cooked by the family in their rustic home which is full of old world charm, delicious food and let them explain their fascinating family history. This is a wonderful immersive experience with superb wine, delicious food and a very welcoming family."
3,Konavle Valley Private Cycle Tour with Traditional Meal,KD4,"Meeting Point: Hotel lobby
Price excludes return transfers from Dubrovnik of EUR68 return","Comfortable walking shoes, mosquito repellent, sun screen and a bottle of water","Enjoy a half day private cycle tour exploring the rolling hills of the picturesque Konavle valley, a short drive from Dubrovnik. This fascinating cycle tour takes you through authentic Croatian villages close to the foothills of the Snjeznica Mountain range. Cycle past picturesque vineyards producing local Dalmatian malvasia wine and stop at numerous wells to sample their crystal clear and clean water. You will finish the cycling element of this trip at a warm and welcoming family home, who trace their history back over 500 years. Enjoy a tour of their traditional kitchen where they cook with an open fire and their family wine cellar which is a journey through the ages. Finish the day with a 3 course traditional Croatian meal with the hosts as you sample their locally produced wines and learn about their fascinating family history."
3,Private Cycling Tour in the Konavle Valley with Cooking class,KD4,Excluding return Dubrovnik transfer of 68€ (1-4 pax)/110€ (5-8pax),,
3,Dubrovnik to Korcula Private Transfer - Oyster Harvesting & Wine,,Private transfer including oyster harvesting at Bota Sare and stop at a family winery in Ston for wine tasting (Doesn't include the cost of oyster harvesting and wine tasting - check their prices on box),,
3,Dubrovnik to Korcula Private Transfer with Oyster Harvesting,,Private transfer including 60 minute stop at Bota Sare for oyster harvesting on the pontoon or boat (Doesn't include the cost of oyster harvesting - check their prices on box),,
3,Dubrovnik to Kotor Private Transfer with Wine Tasting (and vice versa),,Wine tasting is additional 35€ per person,,
3,Dubrovnik to Split Private Transfer with Oyster Harvesting,,Includes a private driver and a 60 minute stop at Bota Sare for fresh oyster harvesting on their pontoon or boat. (Doesn't include the cost of oyster harvesting - check their prices on box),,
3,Dubrovnik to Split Private Transfer with Wine Tasting,,Includes a private driver and a 2h stop at Bota Sare for fresh oyster harvesting from the pontoon. Followed by 1h wine tasting at Rizman Winery.,,
3,Kotor to Dubrovnik Private Transfer with Wine Tasting,,Wine tasting is additional 35€ per person,,
4,Private Abandonned Village Tour with Traditional Meal,AH1,Private abandonned village tour with peka meal.                    Meeting Point - Hotel Lobby,,"Escape from reality to an idyllic forgotten retreat on the Abandoned Village Tour. Leave the hustle and bustle of the coastal resort of Hvar Town behind and explore the beautiful eco village of Malo Grablje. Meander around the charming village that was deserted in the 1950s, when locals decided to pack up and move to Milna for a better life. Admire the ruins of the desolate village on a guided tour of the rural landscape. On arrival at the home of our host, relax and enjoy authentic Dalmatian hospitality and a delicious home-cooked three-course meal. "
4,Private Hvar Island Tour with Traditional Lunch,AH2,"Full day island tour visiting best parts of the island, with wine tasting, abandonned village and peka meal. Duration 5-6 hours","Sports or comfortable clothing, footwear, sunglasses, sunscreen and water","Today's tour around Hvar Island explores some of its most charming villages and countryside, famous for its fields of lavender and vineyards. Visit Stari Grad, Croatia’s oldest town, settled in the 4th-century BC, and its magnificent fortress. We’ll explore the small town of Vrbovska, known as “Little Venice,” connected by many stone bridges that cross its narrow, winding canal. On the return, you’ll see several other picturesque villages before the finale, an authentic Dalmatian meal."
4,Private Traditional Flavours of Hvar Culinary Tour ,AH3,Private island food tour (Wine tasting + honey tasting + olive oil tasting + chocolate tasting)     Meeting Point - Hotel Lobby,"Sports or comfortable clothing, footwear, water","Taste many of Hvar’s popular food products on this Traditional Flavours of Hvar Tour. It includes tastings of local wine, olive oil, honey and chocolate and the aromas of popular herbs like lavender, sage and rosemary. Enjoy a scenic drive through the lush countryside, sampling homemade honey and smelling lavender in the village of Brusje, and then venture to an olive grove to taste three types of olive oil. Try four different wines paired with local appetisers with a wine guide in the wine cellar, and then cap it all off with a unique dark and white Mediterranean chocolate, made with local fruits and herbs."
4,Blue Cave Small Group Speed Boat Tour,HA1,"
1-8 pax per boat, tickets not included, 70kn in low season/100kn in high season
Tickets to the Blue and Green Caves are not included and need to be purchased in cash on the day. Lunch is excluded.
Meeting Point - Hvar Adventure Office ","Comfortable shoes and clothes, sunglasses, sunscreen, hat, swimming suit, towel, water","Enjoy a day out on the water exploring the caves and beaches surrounding Hvar. Your first stop is the beautiful Green Cave on Ravnik Island where you can swim and snorkel. You will then sail to the Blue Cave on Bisevo Island, this magnificent cave is a real highlight. The sun enters the cave through a crack in the rocks creating a beautiful blue glow. The third stop on your tour is Stiniva Cove, home to one of the most beautiful beaches in Croatia. There will be a lunch stop on Palminzana Bay at one of the restaurants on the bay and you will end your tour with a cruise through the Pakleni Islands."
4,Group Sunset Sailing Trip,HA2,"1-8 pax per sail boat, including skipper, fuel, refreshments, snorkelling gear.  DEPARTURE: May: 4:30 PM | June: 5:00 PM July: 4:45 PM | August: 4:15 PM | September: 3:15 PM   Meeting Point - Hvar Adventure Office ","
Comfortable shoes and clothes, sunglasses, sunscreen, hat","Round off the perfect day of sightseeing in Hvar with 4 hours sailing through the Pakleni Islands, watching the sunset over the water. The islands are renowned for their clear waters, hidden beaches and wooded landscapes. There will be opportunities to swim, snorkel and sunbath as the boat sails between these beautiful islands. Refreshments are included so you can enjoy a glass of wine as the sun goes down. 
 "
4,Pakleni Islands Small Group Sailing Trip ,HA3,"1-8 pax on each sail boat, refreshments, wine, snorkelling gear . Lunch is not included.                                                                                   Departs 10 am (May - August) and 9am September                  Meeting Point - Hvar Adventure Office ","Comfortable shoes and clothes, sunglasses, sunscreen, hat, swimming suit, towel, water","
On this popular sailing tour you will spend 6 hours on board a sailing ship exploring the beautiful Pakleni Islands. The tour does not follow a fixed itinerary, the ship’s skipper will decide the best islands to visit based on the weather conditions that day. You will stop to enjoy the beaches and hop off the boat for swimming and snorkelling. There will be a lunch stop on one of the islands where you can enjoy a proper Dalmatian lunch by the sea. "
4,Private Speed Boat Tour of the Pakleni Islands,HA4,"Private boats: Meeting Point - Hotel Lobby
Baracuda 32f - 500 euro / Sacs 780 s - 600 euro / Enzo - 800 euro / Colnago 45 - 1250 euro / Tornado 38 - 1100 euro
Axiom - luxury boat 12 pax - May: 1100 euro / June: 1300 euro / July: 1700 euro / August: 1700 euro / September: 1300 euro / October: 1100 euro
Axiom mini - luxury boat 8 pax - MAY: 600 € / JUNE: 650 € / JULY: 850 € / AUGUST: 850 € / SEPTEMBER: 700 € / OCTOBER: 600 €","Comfortable shoes and clothes, sunglasses, sunscreen, hat, swimming suit, towel, water","Set off after breakfast and meet your private skipper in Hvar harbour for a speed boat trip around the stunning Pakleni archipelago. Enjoy a relaxing day visiting a myriad of turquoise blue coves and unspoilt islands, presenting numerous opportunities to swim or snorkel. Finish with a late lunch and the opportunity to enjoy a glass of wine or mouth-watering cocktails in a selection of upscale beach bars in the idyllic Palmizana Bay. "
4,Private Luxury Speed Boat Tour of the Pakleni Islands,HA5,1-8 pax per boat Meeting Point - Hotel Lobby (https://www.hvar-adventure.com/private-speed-boat-luxury-tour/),"Comfortable shoes and clothes, sunglasses, sunscreen, hat, swimming suit, towel, water","Set off after breakfast and meet your private skipper in Hvar harbour for a speed boat trip around the stunning Pakleni archipelago. Enjoy a relaxing day visiting a myriad of turquoise blue coves and unspoilt islands, presenting numerous opportunities to swim or snorkel. Finish with a late lunch and the opportunity to enjoy a glass of wine or mouth-watering cocktails in a selection of upscale beach bars in the idyllic Palmizana Bay. "
4,Blue Cave Private Speed Boat Tour,HA6,"1-8 pax per boat, tickets not included, 70kn in low season/100kn in high season  Tickets to the Blue and Green Caves are not included and need to be purchased in cash on the day. Lunch is excluded.
Meeting Point - Hotel Lobby","Comfortable shoes and clothes, sunglasses, sunscreen, hat, swimming suit, towel, water","This exciting speedboat tour will bring you to experience one of the world most extraordinary natural phenomena, the Blue Cave on the island of Bisevo. On this full day tour, you will get to marvel at the magical blue glow which occurs when the rays of the sun enter through a crack in the rock, but you will be able to swim in the enticing waters of the Green Cave, Stiniva Cove and Vinogradisce too. Watch for dolphins and other marine life along the way, and then cap off the experience with an optional lunch and at a selection of beautiful seaside restaurants."
4,Blue Cave Private Luxury Speed Boat Tour,HA7,"1-12 pax per boat, tickets not included, 70kn in low season/100kn in high season. Meeting Point - Hotel Lobby","Comfortable shoes and clothes, sunglasses, sunscreen, hat, swimming suit, towel, water","This exciting speedboat tour will bring you to experience one of the world most extraordinary natural phenomena, the Blue Cave on the island of Bisevo. On this full day tour, you will get to marvel at the magical blue glow which occurs when the rays of the sun enter through a crack in the rock, but you will be able to swim in the enticing waters of the Green Cave, Stiniva Cove and Vinogradisce too. Watch for dolphins and other marine life along the way, and then cap off the experience with an optional lunch and at a selection of beautiful seaside restaurants."
4,Private Hvar Half Day Wine Tour with lunch,HT1,Private half day tour to 1 winery with traditional lunch afterwards.                Meeting Point - Hotel Lobby normally pick up 10am,"Comfortable footwear, sunglasses, sunscreen and water",Celebrate your love of fine wine and good food on our indulgent half day wine tour. Our combined wine tasting and traditional lunch experience allows you to relax and sample some of Hvar’s best produce. Meet the well-known passionate local winemakers and learn all about the history of the wine making process in Croatia. Visit a winery and explore the historic picturesque villages of the region. A delicious homemade lunch is freshly prepared for you by a master chef and served in a stunning location on Europe’s sunniest island.
4,Private Hvar City Tour (with entrances and fortress),NK1,"Walking tour + visit to the Španjola fortress (+15€ entrances per person)
Meeting Point - Hotel Lobby","
Comfortable shoes and clothes, sunglasses, sunscreen, hat","Your tour today will start with a visit to Hvar Town's Fortica Fortress where you'll take in spectacular views over the island archipelago. Your guide will then walk you through the pine forest to the ancient streets of Old Town Hvar. You'll be led to some of the most captivating landmarks as you hear about the stories behind them only locals know about. Marvel at Europe's oldest theatre which first opened in 1612, the grand Cathedral of St. Stephen with its remains of a 15th-century Gothic church, and the 15th-century Arsenal on St. Stephen Square."
6,Explore Istria (Opatija - Rovinj - Motovun - Hum - Opatija),DR1,"Take the vehicle and guide cost on the left and then add an additional cost for 3 wines & snacks, truffle tasting and brandy tasting – 20.50€/person","Comfortable shoes and clothes, sunglasses, hat, sunscreen","Your tour begins with a guided walk through the picturesque town of Rovinj, including time to drop into the galleries and souvenir stores of historic Via Grisia. You’ll then transfer by road to Motovun, around an hour away, stopping en route for a tasting session at a local winery. Motovun is arguably Istria’s most beautiful hill town, and a center for the local truffle industry. Visit a truffle specialist to learn more about this treasured produce and enjoy another tasting session. Your day finishes at Hum, a further drive of around 35 minutes from Motovun, where you’ll sample more local produce in this deeply scenic enclave which claims to be the ‘world’s smallest town’."
6,Food & Wines Roads of Istria with Truffle Hunting (Rovinj - Hum - Buzet - Motovun - Groznjan - Rovinj),DR10,"Take the vehicle and guide cost on the left and then add an additional cost for brandy tasting, jam tasting, truffle hunting, wine tasting with 3 wines and snacks - 95 € / person","Comfortable shoes and clothes, sunglasses, hat, sunscreen","Today is a mouth-watering gastronomy adventure where you will get to explore this stunning region of Croatia. You will travel inland from Opatija, to indulge yourself in the sumptuous and lush countryside and visit an enchanting little place called Hum, celebrated as the smallest town in the world. You will have the opportunity to taste the delicious delicacies and even get to try the local brandy!   
The highlight of this unique day is the hunt into the dense Motovun forest for some illusive truffles. You will become a truffle expert and will be accompanied by our specially trained truffle-sniffing dogs on this excursion. Learn all about the secrets and tips for hunting out and finding these precious delicacies and taste your delicious bounty afterwards with a delicious 3-course truffle lunch, prepared by our truffle hunter family.   
We get to visit one of the most idyllic and ancient hilltop communities in Croatia: Motovun - with breathtaking panoramic views to savour and where you can walk between numerous galleries and shops. You will also get to sample the delicious wines, coupled with Croatian specialties at a local family-run winery, during this entertaining and rewarding experience. "
6,Taste of Istria (Opatija – Hum – Motovun – Rovinj – Opatija),DR2,"Take the vehicle and guide cost on the left and then add an additional cost for 3 wines & snacks, truffle tasting, brandy tasting at Aura and 3 course lunch with wine – 38.50€/person","Comfortable shoes and clothes, sunglasses, hat, sunscreen","Lush hills, medieval hilltop towns and more tasty gastronomic delights that you can imagine, the Istria Peninsula should be on every bucket list. For food and wine lovers there may be no better way to experience its flavours than this private tour that features the world’s smallest town, Hum, picturesque Motovun and beautiful Rovinj. Start by sampling local delicacies like jams and brandies in Hum, then journey to hilltop Motovun to taste rare and delectable truffle products. Feast on a three-course lunch, explore Old Town of Rovinj and taste wines paired with local foods at a local winery."
6,Istria Delights (Opatija – Hum – Buzet - Motovun – Grožnjan – Opatija),DR3,"Take the vehicle and guide cost on the left and then add an additional cost for brandy tasting, jam tasting, truffle presentation at Prodan and 5 wine tasting with snacks - 52.50 €/person","Comfortable shoes and clothes, sunglasses, hat, sunscreen","Explore the highlights of beautiful Istria while savouring its many flavours on this private excursion. Begin by following your guide through Hum, tasting its local products – while it may be the world’s smallest town with just one street looping around within the historic walls, it has an especially enchanting atmosphere. Next, venture to Buzet, visiting a local truffle producer for a demonstration of this rare treasure, followed by hilltop Motovun for a tasting and presentation of truffle products. Stroll through the streets of Groznjan exploring shops and galleries before ending with a wine tasting at a local winery."
6,Istria Delights with Truffle Hunting (Opatija – Hum – Buzet - Motovun – Grožnjan – Opatija),DR4,"Take the vehicle and guide cost on the left and then add an additional cost for brandy tasting, jam tasting, truffle hunting at Prodan and 5 wine tasting with snacks - 93.50 €/person (with Kozlovic 112€ per person)","Comfortable shoes and clothes, sunglasses, hat, sunscreen","Explore the highlights of beautiful Istria while savouring its many flavours on this private excursion. Begin by following your guide through Hum, tasting its local products  while it may be the world smallest town with just one street looping around within the historic walls, it has an especially enchanting atmosphere. Next, venture to Buzet, visiting a local truffle producer for a unique truffle hunting experience with the families adorable truffle hunting dogs. On returning with your truffle discoveries, enjoy a meal cooked by the matriarch of the family. Stroll through the streets of Groznjan exploring shops and galleries before ending with a wine tasting at a local winery."
6,Wine Roads of Istria (Opatija – Motovun – Rovinj – Opatija),DR5,Take the vehicle and guide cost on the left and then add an additional cost for tasting at 3 wineries with 5 wines and snacks at each winery - 72.50 €/person,"Comfortable shoes and clothes, sunglasses, hat, sunscreen","Journey through Istria wine roads, with plenty of opportunities to soak up the incredible scenery along the way. Experience some of the regionis most captivating hill towns, starting in Motovun with a sightseeing tour, tasting of truffle products and a truffle presentation. Afterwards visit Kozlovic Winery, run by the same family for generations, you will taste delicious wines surrounded by a stunning landscape. Another winery and tasting will be enjoyed before sightseeing in coastal Rovinj with its cobbled streets and impressive gates, and on the return to Opatjia, enjoy tasting in a third winery as well."
6,Olive Oil & Lavender Roads of Istria (Opatija – Pula - Vodnjan – Opatija),DR6,"Take the vehicle and guide cost on the left and then add an additional cost for olive oil tasting with snacks, Pula arena entrance, Lavender product tasting - 46.30 €/person","Comfortable shoes and clothes, sunglasses, hat, sunscreen","Enjoy some of the most enchanting sights and delicious tastes of Istria on this private excursion, starting in coastal Pula, nestled in the valley of seven hills boasting gorgeous Adriatic Sea views. Visit its nearly 2,000-year old Roman amphitheatre and other impressive monuments before continuing to Vodnjan. Here you will get a tour of an olive grove and the chance to sample olive oil with local products like cheese, sausage and prosciutto. At a lavender farm in Pekici, learn all about the beautiful flowering plant and taste it too, with bread, strudel, as a liqueur, syrup, and curd with oil. "
6,Hidden Istria (Pula - Motovun- Buzet - Hum - Labin - Pula),DR7,"Take the vehicle and guide cost on the left and then add an additional cost for truffle presentation and tasting, brandy tasting - 38.50 €/person","Comfortable shoes and clothes, sunglasses, hat, sunscreen","This sightseeing and tasting excursion features the flavours of the rare Istrian truffle, learn all about how these treasures are found and the products made from them. You will start your tour by travelling to the enchanting hilltop town of Motovun, stopping for a presentation and samples of truffle products like honey and cheese. Your guide will then take you to visit a local truffle producer and hunter in Buzet. Journey to the world’s smallest town, Hum, to taking in magical sights and local products, including liqueurs and jams, before finishing in the medieval town of Labin, enjoying dazzling views overlooking the sea."
6,Discover Istria (Pula - Rovinj - Motovun - Groznjan - Pula),DR8,"Take the vehicle and guide cost on the left and then add an additional cost for wine tasting with 5 wines and snacks, truffle tasting and olive oil tasting - 21.00 €/person","Comfortable shoes and clothes, sunglasses, hat, sunscreen",NO TEXT
